OrgID,EnrollDate,ChurnDate,OrgSize,Industry,IndustryGroup,Enrollment Plan,PromoType,Acquisition Channel,F28 Active Rate,Avg Lifetime Active,F28 Cc Flag,eLTV/CAC,Churned,Enrollment Duration,User_id
42620,2021-10-12,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Starter,One Month,,0.0,0.008,0,1.0,0,423.0,4262020211012
42802,2021-05-12,2021-08-11,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,BD,0.28600000000000003,0.013999999999999999,0,8.1,1,91.0,4280220210512
42881,2021-10-05,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,BD,0.7859999999999999,0.027000000000000003,1,7.7,0,430.0,4288120211005
43276,2021-05-10,2021-06-09,0-1,Home Cleaning,Home Cleaning,Small,One Month,Sales,0.0,0.0,0,0.5,1,30.0,4327620210510
43503,2021-02-25,2021-11-30,0-1,Handyman,Handyman,Small,One Month,Sales,0.35700000000000004,0.077,1,1.6,1,278.0,4350320210225
43524,2021-02-12,2021-04-14,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Extra large,2+ month,BD,0.214,0.003,0,4.3,1,61.0,4352420210212
43552,2021-10-15,2021-11-14,0-1,Electrical,Electrical,Small,One Month,Sales,0.036000000000000004,0.0,0,1.6,1,30.0,4355220211015
43672,2021-01-28,,2-6,Pest Control,Other,Small,One Month,Marketing - Paid,0.46399999999999997,0.6609999999999999,0,1.9,0,680.0,4367220210128
43802,2021-08-10,,0-1,Carpet Cleaning,Carpet Cleaning,Starter,No Promo,Sales,0.036000000000000004,0.001,0,0.9,0,486.0,4380220210810
43837,2021-09-17,,0-1,Home Cleaning,Home Cleaning,Small,One Month,Sales,0.14300000000000002,0.002,0,2.1,0,448.0,4383720210917
44102,2021-08-06,2021-09-05,2-6,Janitorial,Other,Starter,One Month,Sales,0.25,0.004,1,0.9,1,30.0,4410220210806
44355,2021-05-17,2021-12-10,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.0,0.0,0,1.0,1,207.0,4435520210517
44653,2021-04-30,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,No Promo,Sales,0.7859999999999999,0.10300000000000001,1,8.0,0,588.0,4465320210430
44681,2021-02-27,,0-1,Other,Other,Small,No Promo,Sales,0.0,0.0,0,1.1,0,650.0,4468120210227
45034,2021-03-01,2021-03-26,0-1,Fireplace & Chimney,Other,Large,2+ month,,0.214,0.011000000000000001,0,5.9,1,25.0,4503420210301
45081,2021-03-12,2021-05-11,11+,Doors,Other,Large,One Month,Marketing - Paid,0.071,0.004,0,10.3,1,60.0,4508120210312
45164,2021-04-15,,0-1,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Sales,0.7859999999999999,0.105,0,2.0,0,603.0,4516420210415
45311,2021-09-27,,0-1,Other,Other,Starter,One Month,Sales,0.036000000000000004,0.0,0,1.3,0,438.0,4531120210927
45666,2021-07-30,,0-1,Plumbing,Plumbing,Large,Special - One Month,Marketing - Unpaid,0.75,0.053,0,9.1,0,497.0,4566620210730
45854,2021-08-11,,0-1,Electrical,Electrical,Starter,No Promo,Sales,0.0,0.0,0,1.1,0,485.0,4585420210811
46305,2021-01-22,,2-6,Carpet Cleaning,Carpet Cleaning,Small,One Month,Marketing - Paid,0.679,0.11900000000000001,1,0.9,0,686.0,4630520210122
46318,2021-08-19,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,Marketing - Paid,0.5,0.048,1,6.4,0,477.0,4631820210819
46681,2021-09-28,,,Window & Exterior Cleaning,Window & Exterior,Starter,One Month,Marketing - Unpaid,0.036000000000000004,0.001,0,0.9,0,437.0,4668120210928
46836,2021-09-22,2021-10-21,0-1,Home Cleaning,Home Cleaning,Small,One Month,Sales,0.607,0.33299999999999996,0,1.9,1,29.0,4683620210922
46848,2021-03-04,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.036000000000000004,0.008,0,2.9,0,645.0,4684820210304
47025,2021-05-02,,0-1,Install & Assemble,Other,Small,No Promo,,0.821,0.35,1,3.3,0,586.0,4702520210502
47379,2021-02-27,2021-05-26,0-1,Electrical,Electrical,Small,One Month,Sales,0.0,0.0,0,0.5,1,88.0,4737920210227
47561,2021-02-27,,0-1,Home Cleaning,Home Cleaning,Starter,No Promo,,0.46399999999999997,0.124,0,0.8,0,650.0,4756120210227
47680,2021-09-01,2021-10-12,0-1,General Contractor,General Contractor,Starter,One Month,Sales,0.0,0.0,0,0.9,1,41.0,4768020210901
47691,2021-03-26,,11+,Home Cleaning,Home Cleaning,Large,2+ month,Marketing - Unpaid,0.929,0.136,1,3.4,0,623.0,4769120210326
47875,2021-03-08,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.857,0.141,1,3.9,0,641.0,4787520210308
47891,2021-08-24,,0-1,Landscaping & Lawn,Landscaping & Lawn,Small,One Month,Sales,0.036000000000000004,0.015,0,1.3,0,472.0,4789120210824
47906,2021-07-08,,2-6,Handyman,Handyman,Small,One Month,Sales,0.0,0.0,0,1.8,0,519.0,4790620210708
48110,2021-05-11,,0-1,Electrical,Electrical,Extra large,2+ month,,0.643,0.8029999999999999,1,23.0,0,577.0,4811020210511
48497,2021-03-04,2021-04-02,0-1,General Contractor,General Contractor,Large,One Month,Sales,0.14300000000000002,0.002,0,2.5,1,29.0,4849720210304
49311,2021-09-29,2021-10-29,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.071,0.001,0,1.5,1,30.0,4931120210929
49984,2021-07-01,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,No Promo,,0.643,0.565,1,3.0,0,526.0,4998420210701
50060,2021-09-17,2021-10-19,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.0,0.001,0,2.1,1,32.0,5006020210917
50153,2021-05-04,,0-1,Plumbing,Plumbing,Small,One Month,Sales,0.214,0.04,1,0.5,0,584.0,5015320210504
50303,2021-07-08,,0-1,Carpet Cleaning,Carpet Cleaning,Starter,One Month,Sales,0.107,0.006,0,0.8,0,519.0,5030320210708
50330,2021-09-20,,0-1,Carpet Cleaning,Carpet Cleaning,Small,One Month,Sales,0.0,0.0,0,1.4,0,445.0,5033020210920
50386,2021-05-18,,2-6,Moving,Other,Small,One Month,Sales,0.39299999999999996,0.08,0,0.7,0,570.0,5038620210518
50572,2021-08-25,,2-6,Handyman,Handyman,Large,2+ month,Marketing - Unpaid,0.14300000000000002,0.005,0,6.7,0,471.0,5057220210825
50912,2021-09-23,2021-10-22,0-1,Snow Removal,Other,Large,Special - One Month,Marketing - Unpaid,0.179,0.004,0,5.9,1,29.0,5091220210923
51055,2021-08-18,2021-09-28,0-1,Air Duct Cleaning,Other,Small,One Month,,0.643,0.152,0,2.0,1,41.0,5105520210818
51059,2021-10-22,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,No Promo,Sales,0.0,0.0,0,2.1,0,413.0,5105920211022
51105,2021-06-23,2021-07-22,11+,Window & Exterior Cleaning,Window & Exterior,Extra large,Special - One Month,Sales,0.0,0.001,0,6.5,1,29.0,5110520210623
51306,2021-04-05,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Large,No Promo,,1.0,0.136,0,7.3,0,613.0,5130620210405
51638,2021-10-11,2021-12-10,0-1,Home Cleaning,Home Cleaning,Small,One Month,,0.071,0.226,0,2.1,1,60.0,5163820211011
51738,2021-05-27,,7-10,Plumbing,Plumbing,Large,No Promo,Sales,0.0,0.04,0,3.0,0,561.0,5173820210527
51881,2021-03-10,2021-06-09,2-6,Concrete & Asphalt,Other,Small,One Month,Sales,0.0,0.003,0,1.2,1,91.0,5188120210310
52029,2021-10-26,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,BD,0.7859999999999999,0.021,1,8.3,0,409.0,5202920211026
52187,2021-03-31,2021-06-30,0-1,Plumbing,Plumbing,Small,One Month,Sales,0.036000000000000004,0.001,0,2.3,1,91.0,5218720210331
52353,2021-01-29,2021-03-26,2-6,Electrical,Electrical,Small,One Month,Sales,0.0,0.0,0,1.0,1,56.0,5235320210129
52382,2021-10-13,,2-6,Audio & TV,Other,Large,Special - One Month,Marketing - Unpaid,0.179,0.004,0,6.8,0,422.0,5238220211013
52483,2021-03-09,2021-03-17,0-1,Pets,Other,Small,One Month,Sales,0.0,0.0,0,1.0,1,8.0,5248320210309
52493,2021-04-22,,0-1,Windows,Window & Exterior,Small,No Promo,Marketing - Unpaid,0.036000000000000004,0.125,0,2.3,0,596.0,5249320210422
52563,2021-07-09,2021-08-08,0-1,Plumbing,Plumbing,Small,One Month,Sales,0.0,0.0,0,2.6,1,30.0,5256320210709
52675,2021-10-19,2021-11-18,11+,Pool & Spa,Other,Extra large,Special - One Month,Sales,0.0,0.0,0,9.4,1,30.0,5267520211019
52717,2021-10-18,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,No Promo,Sales,0.28600000000000003,0.005,0,7.4,0,417.0,5271720211018
52749,2021-04-30,,2-6,Handyman,Handyman,Small,One Month,Marketing - Paid,0.39299999999999996,0.006,1,1.2,0,588.0,5274920210430
52913,2021-01-27,,0-1,Carpet Cleaning,Carpet Cleaning,Small,One Month,,0.0,0.314,0,3.8,0,681.0,5291320210127
53417,2021-10-27,,0-1,Handyman,Handyman,Starter,No Promo,,0.643,0.134,0,0.9,0,408.0,5341720211027
53529,2021-07-30,,0-1,Electrical,Electrical,Small,One Month,Sales,0.107,0.001,0,2.4,0,497.0,5352920210730
53575,2021-02-04,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,BD,0.0,0.125,0,9.2,0,673.0,5357520210204
53683,2021-03-10,,2-6,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Sales,0.321,0.055,0,1.8,0,639.0,5368320210310
53827,2021-10-16,,0-1,Plumbing,Plumbing,Starter,One Month,Sales,0.036000000000000004,0.0,0,0.9,0,419.0,5382720211016
53956,2021-08-30,2021-09-29,0-1,Pest Control,Other,Small,No Promo,Sales,0.0,0.001,0,2.4,1,30.0,5395620210830
54112,2021-08-19,,2-6,Home Cleaning,Home Cleaning,Large,Special - One Month,Sales,0.107,0.005,0,4.3,0,477.0,5411220210819
54192,2021-09-11,,0-1,Handyman,Handyman,Starter,One Month,Sales,0.0,0.004,0,0.8,0,454.0,5419220210911
54431,2021-09-03,2021-10-02,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,,0.0,0.0,0,2.9,1,29.0,5443120210903
54734,2021-05-19,2021-06-19,0-1,Carpet Cleaning,Carpet Cleaning,Small,One Month,Sales,0.0,0.0,0,0.7,1,31.0,5473420210519
54795,2021-01-18,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.0,0.0,0,1.1,0,690.0,5479520210118
54875,2021-05-11,2021-11-10,0-1,Plumbing,Plumbing,Extra large,2+ month,,0.107,0.004,1,18.2,1,183.0,5487520210511
54920,2021-09-24,,0-1,Electrical,Electrical,Small,One Month,Sales,0.071,0.001,0,1.7,0,441.0,5492020210924
54924,2021-10-18,,0-1,Carpet Cleaning,Carpet Cleaning,Starter,No Promo,Marketing - Unpaid,0.39299999999999996,0.008,0,1.0,0,417.0,5492420211018
55079,2021-06-16,,0-1,Plumbing,Plumbing,Small,One Month,Sales,0.9640000000000001,0.092,0,2.5,0,541.0,5507920210616
55192,2021-01-22,2021-02-21,2-6,Appliances,Appliances,Small,One Month,Sales,0.28600000000000003,0.005,0,2.3,1,30.0,5519220210122
55593,2021-04-08,,7-10,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,Sales,0.14300000000000002,0.004,0,2.9,0,610.0,5559320210408
55695,2021-04-24,2021-06-23,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.036000000000000004,0.001,0,1.1,1,60.0,5569520210424
55751,2021-01-06,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,No Promo,Marketing - Paid,0.0,0.0,0,1.3,0,702.0,5575120210106
56283,2021-08-02,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.0,0.002,0,3.1,0,494.0,5628320210802
56449,2021-04-01,2021-07-29,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,BD,0.071,0.002,0,10.1,1,119.0,5644920210401
56846,2021-02-24,,0-1,Carpet Cleaning,Carpet Cleaning,Starter,One Month,,0.643,0.127,0,0.6,0,653.0,5684620210224
57012,2021-01-13,,2-6,Carpet Cleaning,Carpet Cleaning,Small,One Month,Sales,0.679,0.17800000000000002,1,2.1,0,695.0,5701220210113
57255,2021-01-14,,11+,Electrical,Electrical,Starter,No Promo,Marketing - Paid,0.071,0.006,0,0.8,0,694.0,5725520210114
57424,2021-01-15,2021-03-12,2-6,Pest Control,Other,Small,One Month,Sales,0.0,0.0,0,2.5,1,56.0,5742420210115
57428,2021-05-06,2021-11-06,2-6,General Contractor,General Contractor,Small,One Month,Sales,0.28600000000000003,0.006999999999999999,0,1.5,1,184.0,5742820210506
57817,2021-07-08,,2-6,Plumbing,Plumbing,Large,2+ month,Skyboss,0.0,0.002,0,8.7,0,519.0,5781720210708
57822,2021-05-19,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Starter,No Promo,,0.429,0.17,0,1.1,0,569.0,5782220210519
57905,2021-05-24,,2-6,Plumbing,Plumbing,Large,Special - One Month,Sales,0.0,0.011000000000000001,0,5.7,0,564.0,5790520210524
57996,2021-04-09,2021-07-08,0-1,Plumbing,Plumbing,Small,No Promo,Sales,0.036000000000000004,0.0,0,2.6,1,90.0,5799620210409
58109,2021-04-19,2021-05-18,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.0,0.0,0,4.8,1,29.0,5810920210419
58128,2021-07-07,,0-1,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.107,0.009000000000000001,0,2.7,0,520.0,5812820210707
58271,2021-01-06,2021-02-05,7-10,Other,Other,Large,2+ month,Marketing - Paid,0.0,0.0,0,5.4,1,30.0,5827120210106
58889,2021-10-03,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,No Promo,Marketing - Unpaid,0.036000000000000004,0.191,0,3.6,0,432.0,5888920211003
59044,2021-03-16,2021-06-15,2-6,Window & Exterior Cleaning,Window & Exterior,Extra large,2+ month,Sales,0.036000000000000004,0.002,0,6.8,1,91.0,5904420210316
59247,2021-03-04,,7-10,Carpet Cleaning,Carpet Cleaning,Large,2+ month,Marketing - Unpaid,0.107,0.11699999999999999,0,10.2,0,645.0,5924720210304
59301,2021-01-22,,2-6,Carpet Cleaning,Carpet Cleaning,Small,One Month,Sales,0.5,0.114,1,2.0,0,686.0,5930120210122
59314,2021-09-29,,7-10,Electrical,Electrical,Large,Special - One Month,Sales,0.107,0.002,0,5.5,0,436.0,5931420210929
59384,2021-04-05,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Starter,One Month,Innovation,0.321,0.055,0,1.1,0,613.0,5938420210405
59512,2021-01-29,2021-03-26,2-6,Plumbing,Plumbing,Small,One Month,Sales,0.0,0.001,0,2.6,1,56.0,5951220210129
59567,2021-07-07,,0-1,Painting,Other,Starter,No Promo,Marketing - Unpaid,0.25,0.141,1,1.0,0,520.0,5956720210707
59800,2021-02-23,2021-08-23,2-6,Roof & Attic,Other,Small,One Month,Sales,0.036000000000000004,0.001,0,1.0,1,181.0,5980020210223
59826,2021-08-27,2021-09-26,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Large,No Promo,Sales,0.107,0.013999999999999999,0,7.2,1,30.0,5982620210827
59826,2021-09-27,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.429,0.013999999999999999,0,2.8,0,438.0,5982620210927
60085,2022-09-21,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.036000000000000004,0.006999999999999999,0,3.7,0,79.0,6008520220921
60217,2022-02-18,,0-1,Carpet Cleaning,Carpet Cleaning,Small,One Month,Sales,0.036000000000000004,0.094,0,2.4,0,294.0,6021720220218
60263,2022-08-10,,2-6,Home Cleaning,Home Cleaning,Small,One Month,Sales,0.0,0.0,0,1.8,0,121.0,6026320220810
60282,2022-09-28,,0-1,Electrical,Electrical,Small,One Month,Sales,0.536,0.039,1,2.1,0,72.0,6028220220928
60469,2022-09-08,,2-6,Handyman,Handyman,Starter,One Month,Innovation,0.036000000000000004,0.057999999999999996,0,0.8,0,92.0,6046920220908
60513,2022-01-24,,7-10,Plumbing,Plumbing,Large,No Promo,Sales,0.14300000000000002,0.102,0,8.5,0,319.0,6051320220124
60664,2022-02-17,2022-03-16,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.0,0.0,0,3.0,1,27.0,6066420220217
60925,2022-07-21,,0-1,Handyman,Handyman,Starter,One Month,Sales,0.214,0.023,0,1.3,0,141.0,6092520220721
61252,2022-08-31,,0-1,Handyman,Handyman,Starter,One Month,Sales,0.036000000000000004,0.003,0,0.8,0,100.0,6125220220831
61266,2022-10-27,,2-6,Appliances,Appliances,Small,No Promo,Marketing - Unpaid,0.536,0.273,0,2.6,0,43.0,6126620221027
61294,2022-02-14,2022-06-24,0-1,Handyman,Handyman,Small,One Month,Sales,0.0,0.0,0,0.5,1,130.0,6129420220214
61457,2022-01-14,,2-6,Audio & TV,Other,Small,One Month,Sales,0.179,0.028999999999999998,0,1.9,0,329.0,6145720220114
61468,2022-07-20,,0-1,Moving,Other,Starter,One Month,Marketing - Unpaid,0.5,0.833,0,1.1,0,142.0,6146820220720
61578,2022-06-27,,0-1,Handyman,Handyman,Small,One Month,Marketing - Unpaid,0.214,0.41200000000000003,0,1.2,0,165.0,6157820220627
61609,2022-03-03,,0-1,Carpet Cleaning,Carpet Cleaning,Small,One Month,Sales,0.107,0.017,0,2.5,0,281.0,6160920220303
61617,2022-04-04,2022-06-03,0-1,Fencing,Other,Starter,One Month,,0.0,0.053,0,0.6,1,60.0,6161720220404
61758,2022-10-11,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Starter,No Promo,Marketing - Paid,0.0,0.8290000000000001,0,1.2,0,59.0,6175820221011
61950,2022-06-30,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Extra large,2+ month,BD,0.5,0.6679999999999999,0,15.2,0,162.0,6195020220630
62174,2022-10-18,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,No Promo,,0.7859999999999999,0.58,1,3.2,0,52.0,6217420221018
62239,2022-10-13,,11+,Home Cleaning,Home Cleaning,Large,Special - One Month,Sales,0.821,0.03,0,4.0,0,57.0,6223920221013
62267,2022-08-19,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,Marketing - Unpaid,0.179,0.015,0,7.2,0,112.0,6226720220819
62573,2022-08-10,,0-1,Pest Control,Other,Small,One Month,Sales,0.0,0.0,0,2.3,0,121.0,6257320220810
62597,2022-02-11,2022-05-10,2-6,Handyman,Handyman,Extra large,One Month,Sales,0.0,0.0,0,11.4,1,88.0,6259720220211
62692,2022-08-30,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,No Promo,Sales,0.5,0.301,1,6.5,0,101.0,6269220220830
63374,2022-01-19,,2-6,Carpet Cleaning,Carpet Cleaning,Small,2+ month,Sales,0.0,0.003,0,2.8,0,324.0,6337420220119
63476,2022-10-25,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,Marketing - Paid,0.071,0.001,0,5.5,0,45.0,6347620221025
63580,2022-09-10,2022-11-09,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Starter,One Month,Sales,0.0,0.0,0,1.0,1,60.0,6358020220910
63658,2022-04-20,,0-1,Carpet Cleaning,Carpet Cleaning,Small,One Month,Innovation,0.607,0.06,0,2.3,0,233.0,6365820220420
63696,2022-10-06,,2-6,Handyman,Handyman,Starter,One Month,Sales,0.036000000000000004,0.0,0,1.9,0,64.0,6369620221006
64040,2022-01-05,2022-02-04,11+,Carpet Cleaning,Carpet Cleaning,Small,One Month,Sales,0.036000000000000004,0.001,0,1.2,1,30.0,6404020220105
64110,2022-10-27,,0-1,Plumbing,Plumbing,Large,Special - One Month,Marketing - Unpaid,0.036000000000000004,0.0,0,7.1,0,43.0,6411020221027
64177,2022-09-27,,0-1,Handyman,Handyman,Starter,No Promo,Sales,0.0,0.0,0,0.9,0,73.0,6417720220927
64342,2022-10-24,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,BD,0.643,0.018000000000000002,1,7.3,0,46.0,6434220221024
64345,2022-05-02,2022-08-01,0-1,Carpet Cleaning,Carpet Cleaning,Small,One Month,Sales,0.036000000000000004,0.001,0,1.7,1,91.0,6434520220502
64780,2022-09-16,2022-10-26,7-10,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,Sales,0.0,0.0,0,6.1,1,40.0,6478020220916
65206,2022-04-04,2022-04-29,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,No Promo,Sales,0.0,0.0,0,0.7,1,25.0,6520620220404
65308,2022-04-13,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,Marketing - Unpaid,0.214,0.028999999999999998,0,8.4,0,240.0,6530820220413
65351,2022-06-06,2022-07-05,2-6,Appliances,Appliances,Small,One Month,Marketing - Paid,0.0,0.0,0,3.7,1,29.0,6535120220606
65393,2022-03-05,2022-07-04,7-10,Home Cleaning,Home Cleaning,Extra large,One Month,Marketing - Unpaid,0.7140000000000001,0.052000000000000005,0,7.4,1,121.0,6539320220305
65771,2022-07-06,,2-6,Plumbing,Plumbing,Large,2+ month,Skyboss,0.429,0.261,1,7.9,0,156.0,6577120220706
66069,2022-10-28,,0-1,Automotive,Other,Starter,One Month,Sales,0.14300000000000002,0.002,0,0.9,0,42.0,6606920221028
66127,2022-03-24,2022-08-24,,Property Manager,Other,Starter,No Promo,Marketing - Unpaid,0.071,0.047,0,0.5,1,153.0,6612720220324
66203,2022-04-18,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,Sales,0.214,0.004,0,7.9,0,235.0,6620320220418
66269,2022-09-27,,0-1,Pool & Spa,Other,Small,One Month,Sales,0.036000000000000004,0.015,0,1.5,0,73.0,6626920220927
66367,2022-02-12,2022-03-11,2-6,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Sales,0.14300000000000002,0.075,0,2.5,1,27.0,6636720220212
66715,2022-02-22,,2-6,Carpet Cleaning,Carpet Cleaning,Small,One Month,Sales,0.28600000000000003,0.127,0,2.3,0,290.0,6671520220222
66961,2022-08-03,2022-10-02,0-1,Windows,Window & Exterior,Small,One Month,Sales,0.0,0.0,0,2.1,1,60.0,6696120220803
67308,2022-05-09,,0-1,Windows,Window & Exterior,Extra large,Special - One Month,,0.9640000000000001,0.135,1,4.4,0,214.0,6730820220509
67439,2022-08-09,,0-1,General Contractor,General Contractor,Starter,No Promo,Marketing - Unpaid,0.25,0.31,0,1.0,0,122.0,6743920220809
67529,2022-10-27,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,Sales,0.28600000000000003,0.009000000000000001,1,8.2,0,43.0,6752920221027
67711,2022-02-08,2022-03-07,2-6,Electrical,Electrical,Small,One Month,Sales,0.25,0.004,0,2.5,1,27.0,6771120220208
67751,2022-10-12,,0-1,Appliances,Appliances,Small,One Month,Marketing - Unpaid,0.071,0.011000000000000001,0,2.5,0,58.0,6775120221012
67816,2022-09-22,2022-10-21,2-6,Home Inspection,Other,Small,One Month,Sales,0.071,0.002,0,1.7,1,29.0,6781620220922
68343,2022-10-12,2022-11-11,2-6,Roof & Attic,Other,Small,One Month,Sales,0.0,0.040999999999999995,0,2.1,1,30.0,6834320221012
68656,2022-10-17,,0-1,Flooring,Other,Starter,No Promo,Marketing - Paid,0.036000000000000004,0.001,0,1.1,0,53.0,6865620221017
68701,2022-05-13,2022-09-12,2-6,Landscaping & Lawn,Landscaping & Lawn,Small,One Month,Sales,0.0,0.0,0,1.5,1,122.0,6870120220513
68704,2022-04-06,2022-05-05,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.0,0.0,0,3.5,1,29.0,6870420220406
